name,city,kind,item_id,place_id,primary_type,business_status,is_lodging,lodging_types,all_types
BeansLiquor Chiang Mai,Nimman,Cafe,67c19546d1fd4b90cf0a055b,ChIJA8yHlKc72jARa9ZYxIbYjfw,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, bar, food_store, store, restaurant, food, point_of_interest, establishment"
Beehive Lofts Coworking,Ancoats,Coworking Space,6809cff67a5c39fcdc925cac,ChIJ9xVfNruxe0gRA2KNhp-vh-0,Coworking space,OPERATIONAL,,,"coworking_space, business_center, corporate_office, real_estate_agency, event_venue, service, point_of_interest, establishment"
Begadang Beer Garden - Gili Air,Gili Air,Cafe,67a9564532c3199ae053831c,ChIJB0F_q57dzS0RtKKAWYvgz_8,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
Behongli Coworking Space,Mapo-gu,Coworking Space,67f8adc6d69e2722cd625a3c,ChIJkaDhizaZfDURemtciMYlkDE,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Beluna - House of Creatives,Ubud,Coworking Space,65fa86d0e0379bf78d52469d,ChIJ8_-IDzI90i0RUHBNPAjcils,Coworking Space,CLOSED_PERMANENTLY,,,"coworking_space, community_center, real_estate_agency, cafe, event_venue, store, food, point_of_interest, service, establishment"
Bespoke Spaces Coworking - Archway,Archway,Coworking Space,6809cff7e45574f02ae14dba,ChIJB9iT4i4bdkgRZMUlhh4YZEA,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Bespoke Spaces Coworking - Hornsey Rd,Archway,Coworking Space,6809cff694d120b9c29c6cfe,ChIJjwV4rrwbdkgR6Os5nWEmq6s,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Betahaus | Coworking Barcelona,Gracia,Coworking Space,6809cff3443445c22086feee,ChIJL2uOcbuipBIRPFrHBWTTkNc,Coworking space,OPERATIONAL,,,"coworking_space, corporate_office, real_estate_agency, event_venue, service, point_of_interest, establishment"
Beton by Spacemade,Clerkenwell,Coworking Space,67d52fb0be684099921b007c,ChIJO-QoS1MbdkgRtTgxaCdUAuU,Real estate agency,OPERATIONAL,,,"coworking_space, real_estate_agency, point_of_interest, service, establishment"
Bibli Library Cafe,District 1,Cafe,67dbb8306cc27ddd69368d55,ChIJLZSvHzcvdTER6KEjhbzJm_Y,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Biliq Seminyak,Seminyak,Coworking Space,6631c9da9377358b028c2fb2,ChIJyzsusSdH0i0RTWXHC57T4lI,Coworking Space,OPERATIONAL,,,"coworking_space, cafe, food, event_venue, point_of_interest, establishment"
Biliq Sunset,Kuta (Bali),Coworking Space,6631cb0dbdcb81d0e34d99ed,ChIJBf6rrkNH0i0Rl0dxSR6EcbM,Corporate Office,OPERATIONAL,,,"corporate_office, coworking_space, point_of_interest, establishment"
Black Coffee On The Roof,Old Town,Cafe,67dbb81d7b580966f91da3f2,ChIJUXuRQ7eJbEcRB-dyLwmsHPg,Cafe,CLOSED_PERMANENTLY,,,"cafe, food, point_of_interest, establishment"
Black Sheep Coffee - Elizabeth Street,Victoria,Cafe,6809d00b92fd7d3374c6308a,ChIJ7ZPIBa0FdkgRSXDJSAETx-E,Coffee shop,OPERATIONAL,,,"coffee_shop, bagel_shop, breakfast_restaurant, cafe, acai_shop, brazilian_restaurant, bakery, food_store, wholesaler, restaurant, food, store, point_of_interest, service, establishment"
Black Sheep Coffee Victoria St,Westminster,Cafe,6809d00a9b7082d7ab262065,ChIJa7pL_yAFdkgRmSIQtsbCFuc,Coffee shop,OPERATIONAL,,,"coffee_shop, acai_shop, bagel_shop, brazilian_restaurant, breakfast_restaurant, cafe, wholesaler, bakery, food_store, store, restaurant, food, service, point_of_interest, establishment"
Blacklist Coffee Roasters,Canggu,Cafe,65fa86d0e0379bf78d5245b0,ChIJLwBu4ns50i0RXv6XHyBYYxc,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Blacktip Cafe & Workspace,Mae Haad,Coworking Space,67c19545c7059a51dd786c30,ChIJxyK0YVehVTARvL0TFf4pfXk,Restaurant,OPERATIONAL,,,"restaurant, coworking_space, cafe, food, point_of_interest, establishment"
Bliss Casa,Gili Trawangan,Cafe,6613fb7fd0695b597ed3f3e6,ChIJu4fWv__dzS0RKUNqovkxMiE,Vegetarian Restaurant,OPERATIONAL,,,"vegetarian_restaurant, restaurant, food, point_of_interest, establishment"
Blue Coffee at Agriculture CMU,Suthep,Cafe,67d0057e4db2a5ec5517a61b,ChIJvwv3Wiwx2jAR2HAqPvdSLX4,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Blue Garage Coworking Space,Lewisham,Coworking Space,6809d00392fd7d3374c629d8,ChIJ3aVmThYDdkgR7Sw0nKvF5zQ,Coworking space,OPERATIONAL,,,"coworking_space, community_center, event_venue, store, manufacturer, service, point_of_interest, establishment"
Blue Light Wine Bar & Bistro,Sairee Beach,Cafe,67c1954413d0ea57bc8b66fa,ChIJqfmk2ub_VDARUgyuFNtlkmA,Bistro,OPERATIONAL,,,"bistro, wine_bar, cocktail_bar, bar, restaurant, food, point_of_interest, establishment"
Boardriders Quiksilver | Ericeira,Central,Cafe,6840bf1fbfd7bd3fee0521fa,ChIJ-yW89AMnHw0RQw-gMNWbwc8,Sporting goods store,OPERATIONAL,,,"fast_food_restaurant, sporting_goods_store, store, restaurant, food, point_of_interest, establishment"
Boheme Canggu,Pererenan,Cafe,65fa86d0e0379bf78d524575,ChIJ84DyXzU50i0R4OoVNCCiH6g,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
Bombu Mininu,Mindelo,Cafe,676736d0d39b71a90ae30d5a,ChIJ-ZcNcKQfTwkRbB3z-jO5x-Y,Cafe,OPERATIONAL,,,"cafe, point_of_interest, food, establishment"
Bonanza Coffee Heroes,Prenzlauer Berg,Cafe,67dbb81b06a7e0d321e784e8,ChIJyWdFA_lRqEcRPDXaiTYiPmk,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
Brain Awake,Old City,Cafe,660a66379d538bd994550e86,ChIJ3SA2ej3HxokR3leH3v7JMrg,Wellness Center,OPERATIONAL,,,"wellness_center, health, point_of_interest, establishment"
Brave Roasters - Siam Discovery,Siam,Cafe,674b37a011bf5448aba7531a,ChIJkeZNeM2e4jARcTi2CnQGAbk,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Bravo Beach Resort Siargao,General Luna,Cafe,67246a3962a5f35d6b0ce43a,ChIJOWDyiBv2AzMRpVvm7y_rqv4,Hotel,OPERATIONAL,YES,"hotel, lodging, resort_hotel","hotel, resort_hotel, sporting_goods_store, store, lodging, restaurant, food, point_of_interest, establishment"
Bread Basket Bakery - Canggu Bali,Canggu,Cafe,67a956456c0cce17d1ff1ad1,ChIJwzQBEtw50i0RMnQpllFb0a4,Bakery,OPERATIONAL,,,"bakery, food_store, food, store, point_of_interest, establishment"
Break Brunch Lisbon,Bica,Cafe,67dbb82a911faea0a7115ce9,ChIJxZRVRMw1GQ0ReaI6chvNj80,Brunch restaurant,OPERATIONAL,,,"brunch_restaurant, breakfast_restaurant, restaurant, food, point_of_interest, establishment"
Brew Garden - Caffe Vergnano 1882,Holborn,Cafe,6809d00284cf6fe0ca12c9ae,ChIJYWkMeUwbdkgRD3JyJDEqCmM,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Broccoli Revolution Sukhumvit 49,Sukhumvit,Cafe,674b379f040573bdb6420eb0,ChIJuxpP96mf4jARqZPYPN045Xs,Vegan restaurant,OPERATIONAL,,,"vegan_restaurant, vegetarian_restaurant, restaurant, food, point_of_interest, establishment"
Brunch Club Berawa,Berawa,Untagged,65fa86d0e0379bf78d52459e,ChIJnxFCS3pH0i0RE9mJ0v6ZkHA,Cafe,CLOSED_TEMPORARILY,,,"cafe, brunch_restaurant, breakfast_restaurant, dessert_restaurant, western_restaurant, coffee_shop, food_store, family_restaurant, restaurant, food, store, point_of_interest, establishment"
Brunch Club Pererenan,Pererenan,Untagged,65fa86d0e0379bf78d524597,ChIJkfDSHYg50i0RBdXQigmMn54,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, coffee_shop, family_restaurant, western_restaurant, dessert_restaurant, breakfast_restaurant, food_store, store, restaurant, food, point_of_interest, establishment"
Brunch Spot,General Luna,Cafe,67246a3ae051ce3154cde01b,ChIJ9c7uFI_3AzMRb69qwGF385U,Restaurant,OPERATIONAL,,,"restaurant, brunch_restaurant, breakfast_restaurant, coffee_shop, cafe, cocktail_bar, food_store, food, bar, store, point_of_interest, establishment"
Bubba's Coffee Baan Tai,Baan Tai,Cafe,6784e219668d29537c3df4f0,ChIJpbAG5r79VDARYvFdLxxixRU,Cafe,OPERATIONAL,,,"cafe, coffee_roastery, brunch_restaurant, coffee_shop, breakfast_restaurant, restaurant, point_of_interest, food_store, store, food, establishment"
Bubba's Roastery,Haad Yao,Cafe,6784e2165a861705e48317d4,ChIJLwl5NcABVTARzDSHHb_FpAI,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, australian_restaurant, coffee_shop, coffee_roastery, breakfast_restaurant, food_store, store, restaurant, food, point_of_interest, establishment"
Bubba's Thong Sala,Thong Sala,Cafe,67a95644a7bf46e2d2ddf70c,ChIJqziIa53_VDARWOfDZiTn79g,Cafe,OPERATIONAL,,,"cafe, australian_restaurant, coffee_roastery, brunch_restaurant, breakfast_restaurant, coffee_shop, food_store, restaurant, food, store, point_of_interest, establishment"
BukitHub,Uluwatu (Ungasan),Coworking Space,660f6e1b44ab603706fd0baa,ChIJ6b-YySdb0i0RdW0lYq-OgHs,Coworking Space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Bull's Coffee,Berawa,Cafe,65fa86d0e0379bf78d5245af,ChIJx36zKPQ50i0R7AIVKuwbbhM,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
Bull's Coffee Negara,Nagara,Cafe,6809d00bb6b8aaacae652480,ChIJV0E4jGdj0S0RZPEtNvTq7mE,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Buna Coffee & People,Bica,Cafe,67dbb82a186cec74323abb18,ChIJNwrP1Fc1GQ0Rh_wL-CRnKBQ,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Buri Siri Cafe & Coworking space,Nimman,Coworking Space,660a6637b397cf1a2392d7ea,ChIJawdhb4g62jARqD6Lf22ED5g,Restaurant,OPERATIONAL,,,"restaurant, point_of_interest, food, establishment"
Bush Radio,Kuta,Cafe,661735cc1a986db2aa2f6974,ChIJc4_VvFupzS0ROOASeBvDQEo,Restaurant,OPERATIONAL,,,"restaurant, coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
CODOS Coffee Muehlenkamp,Winterhude,Cafe,666b03fb9720d46c38ebbb7b,ChIJG1OunjqJsUcRXa6opBkcc-4,Coffee Shop,CLOSED_PERMANENTLY,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
CORE Oldenburg,Oldenburg,Coworking Space,6749620d75224ac4ae447fdf,ChIJweyfWdvftkcRPRoCnjhYAfU,Coworking space,OPERATIONAL,,,"coworking_space, food_court, cafe, event_venue, bar, food, point_of_interest, establishment"
COSP Coworking Space Glashuetten,Glashuetten,Coworking Space,67f8adc66fca3737f5d67517,ChIJgZKPJs-vvUcRWOu2ux_LBWI,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
CUM Coffee - The Office Thonglor,Thonglor,Cafe,66428dc59256d96271f1d88d,ChIJjSAW7Zaf4jAR8K0f7HXnq2g,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Cafe & Bar Celona Oldenburg Innenstadt,Oldenburg,Cafe,6749620e783e16c39adb351c,ChIJaazYogjftkcRDg1MuXlp5AE,Cafe,OPERATIONAL,,,"cafe, breakfast_restaurant, coffee_shop, bar, food_store, restaurant, food, store, point_of_interest, establishment"
Cafe 7Stern,Neubau,Cafe,6676cf053d1ef88b5109e37a,ChIJm4sY640HbUcRuUiF3DNUQ38,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Cafe Bar Fro,Riva,Cafe,67dbb82d06a7e0d321e78eee,ChIJgwVfrf9dNRMRC_yRa7QYGLQ,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Cafe Coach,Canggu,Cafe,65fa86d0e0379bf78d524505,ChIJSbHdB9450i0RkjuhGplo8EE,Restaurant,OPERATIONAL,,,"restaurant, breakfast_restaurant, cocktail_bar, food, bar, point_of_interest, establishment"
Cafe Csiga,District 8,Cafe,668b9113ddffc472b7985f54,ChIJ_5BzUV7cQUcR7KfjgvgYzfE,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
Cafe De Palma,Palm Jumeirah,Cafe,688cc1e479b1b078b64c5458,ChIJ1RNrfVtrXz4RTrtiOqxInp4,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Cafe De Paris,Business Bay,Cafe,682f68cd6850d1a8dbefbd1c,ChIJVa79xy5pXz4Rrj9ZfEWL19U,Hookah bar,OPERATIONAL,,,"hookah_bar, steak_house, lounge_bar, breakfast_restaurant, night_club, cafe, bar, french_restaurant, european_restaurant, restaurant, food, point_of_interest, establishment"
Cafe Eiles,Josefstadt,Cafe,66428dc593fa7c845cd1391e,ChIJmfUeQ5QHbUcRLHDmvAAJsHM,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Cafe Extrablatt Oldenburg,Oldenburg,Cafe,6749620d1eef3246ea2076fe,ChIJk7U3AQfftkcRa5mPlV3sk40,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, coffee_shop, western_restaurant, cocktail_bar, breakfast_restaurant, bar, food_store, store, restaurant, food, point_of_interest, establishment"
Cafe Faber,Au-Haidhausen,Cafe,66c1ffe60c2b45fe48eea4db,ChIJoQpy04bfnUcRg4R4eDFRM6A,Cafe,CLOSED_TEMPORARILY,,,"cafe, breakfast_restaurant, brunch_restaurant, restaurant, food, point_of_interest, establishment"
Cafe Goldegg,Wieden,Cafe,66781d498854ad6b0ab913b3,ChIJWWvn830HbUcRbrUzChzF55I,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Cafe Jelinek,Mariahilf,Cafe,6676cf05bc969b0c31a234cd,ChIJz860h4kHbUcRvp4byquVfPY,Cafe,OPERATIONAL,,,"cafe, coffee_shop, food_store, store, food, point_of_interest, establishment"
Cafe Johanna-Hamburg,Neustadt,Cafe,67dbb82505b2a7fae38f7c17,ChIJFTrBwg2PsUcRbfXjxbi8iow,Cafe,OPERATIONAL,,,"cafe, coffee_shop, breakfast_restaurant, food_store, store, restaurant, food, point_of_interest, establishment"
Cafe KIOSK NO3,Kopli,Cafe,67dbb82ea4e8954f6bec6290,ChIJbb3JLmOTkkYRElHmd9Wj104,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Cafe Knuth,Ottensen,Cafe,6666b1c8833ca0d65274c66f,ChIJuSPj4EqjY0ER98uSYBzxpUg,Cafe,OPERATIONAL,,,"cafe, breakfast_restaurant, coffee_shop, bar, food_store, store, restaurant, food, point_of_interest, establishment"
Cafe Königin 43,Maxvorstadt,Cafe,66c1ffe784c0d0d41f0a43d5,ChIJ4xjOXJR1nkcROhAtCyI_TuY,Breakfast Restaurant,OPERATIONAL,,,"breakfast_restaurant, salad_shop, bar, coffee_shop, cafe, food_store, store, restaurant, food, point_of_interest, establishment"
Cafe Lehel | Coffee | Kaffee | Smoothie,Altstadt-Lehel,Cafe,66c1ffe75673bb6bae94b5d0,ChIJgSwsROh1nkcR-M30zFZJudc,Cafe,OPERATIONAL,,,"cafe, juice_shop, coffee_shop, ice_cream_shop, dessert_shop, supplier, confectionery, food_store, store, food, manufacturer, point_of_interest, establishment"
Cafe Neighbor,Sathon,Cafe,674b379fe281a34da8daf3a1,ChIJreUqADGf4jARJ8gPpRAAkdc,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Cafe Neustadt,Vinohrady,Cafe,67dbb82d89928f8e5c836d95,ChIJeZugUvKUC0cRP-Vy9kYg2qw,Cafe,OPERATIONAL,,,"cafe, bistro, restaurant, food, point_of_interest, establishment"
Cafe Noina by hematoa,Phloen Chit,Cafe,67dbb819b2bb3bdb73a47445,ChIJMU-tBwCf4jARZnhBeGHuuUA,Cafe,OPERATIONAL,,,"cafe, vegan_restaurant, coffee_stand, coffee_shop, breakfast_restaurant, internet_cafe, storage, vegetarian_restaurant, restaurant, point_of_interest, service, food_store, store, food, establishment"
Cafe Pomegranate,Ubud,Cafe,65fa86d0e0379bf78d5247b8,ChIJx3_FMT890i0RoiKKVRnF-tw,Asian Restaurant,CLOSED_TEMPORARILY,,,"asian_restaurant, breakfast_restaurant, asian_fusion_restaurant, fusion_restaurant, restaurant, food, point_of_interest, establishment"
Cafe Sperl,Mariahilf,Cafe,66795f582608a890b5948de3,ChIJ2XE5E4UHbUcRnNXnuwsVah8,Cafe,OPERATIONAL,,,"cafe, austrian_restaurant, breakfast_restaurant, european_restaurant, restaurant, food, point_of_interest, establishment"
Cafe The Province,Josefstadt,Cafe,67dbb82f3caa81895e3f0fd5,ChIJK3v71JQHbUcRYsN3EHKNtU4,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, breakfast_restaurant, bar, restaurant, point_of_interest, food, establishment"
Cafe Velez La Floresta,Guapulo,Cafe,682f68ce6a882ae0d3254e9d,ChIJbxXYlWqb1ZERrn8_uTdf65o,Coffee shop,OPERATIONAL,,,"coffee_roastery, coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
Cafe da Garagem,Castelo,Cafe,67dbb82a504f03ad3bff4d20,ChIJOSikPogzGQ0RjbLAaULrSZ0,Cafe,OPERATIONAL,,,"cafe, coffee_shop, bar, food_store, store, food, point_of_interest, establishment"
Cafe de Koh Phangan,Thong Sala,Cafe,6784e218355e745c2caa6f8f,ChIJES6ISrz9VDARPfovM0Erdgs,,ERROR:404,,,
Cafe del Born,El Born,Cafe,67dbb818d505e94c4326db0c,ChIJPeByD_6ipBIRS6hspV6vfyc,Cafe,OPERATIONAL,,,"cafe, cocktail_bar, coffee_shop, bar, food_store, food, store, point_of_interest, establishment"
Cafe in der Burggasse24,Neubau,Cafe,67dbb83007076504f24862ed,ChIJHwDDQ5IHbUcRx0lrGP_wv7M,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Cafe:in House,Kampung Baru,Cafe,67c19545a1d76679e89aa920,ChIJW0w7UChIzDERWGflpMgxv20,Breakfast restaurant,OPERATIONAL,,,"breakfast_restaurant, brunch_restaurant, coffee_shop, western_restaurant, italian_restaurant, cafe, american_restaurant, european_restaurant, food_store, store, restaurant, food, point_of_interest, establishment"
Caffe vom See,Margareten,Cafe,67dbb82fee26f6b1058f5fb0,ChIJ7wNGgugHbUcRXqBl3cfmF4g,Cafe,OPERATIONAL,,,"cafe, coffee_roastery, food_store, food, store, point_of_interest, establishment"
Caffeine EE,Telliskivi,Cafe,66f857f0a136d5f5d4f4fc34,ChIJ_aCMZmCTkkYR6JaYq6OrKls,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
Caffiend,Cairns CBD,Cafe,6809d00c1f2325d5045f6e89,ChIJTbbIzZNmeGkR_N-JS1WXCj8,Cafe,OPERATIONAL,,,"cafe, wine_bar, breakfast_restaurant, bar, restaurant, food, point_of_interest, establishment"
Café Blá - Specialty Coffee Shop,Au-Haidhausen,Cafe,66c1ffe7591c2b56960deea2,ChIJmxcdvXzfnUcRbwzkybwjFGo,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Café Culture Coffee,Sairee Beach,Cafe,67c195484f40ee7a8f3d4e17,ChIJj-yTIuyhVTARgtusXgBmQaU,Cafe,OPERATIONAL,,,"cafe, breakfast_restaurant, restaurant, point_of_interest, food, establishment"
Café Encontro,Sal Rei,Cafe,676736cf1a411002707ffd45,ChIJ92mOLdU9SwkRgfWP2JuWAzQ,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Café Velodome,Phra Nakhon,Cafe,674b37a0d5dd4e12f7834a6d,ChIJ6zNwWwyZ4jARZ5EmnxkG5Lg,Breakfast restaurant,OPERATIONAL,,,"breakfast_restaurant, ice_cream_shop, brunch_restaurant, coffee_shop, cafe, dessert_shop, confectionery, food_store, store, restaurant, food, point_of_interest, establishment"
Café Verde,Mindelo,Cafe,676736d01d037159b010aae8,ChIJ221rtX0fTwkR0Nd9ETYXT-k,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Camp 308 by IZE,Pererenan,Coworking Space,65fa86d0e0379bf78d5245b7,ChIJS0YdYxw50i0R2yolQvUtplI,Coworking Space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Camp Creative and Meeting Place,Nimman,Cafe,660a66362a8dcb3854441668,ChIJVRYatWE62jARA52IbLWUhPQ,Coworking Space,OPERATIONAL,,,"coworking_space, cafe, food, point_of_interest, establishment"
Canteen Cafe,Canggu,Cafe,65fa86d0e0379bf78d5247bd,ChIJo3HAInw40i0R0zagdSIq9q0,Brunch Restaurant,OPERATIONAL,,,"brunch_restaurant, restaurant, food, point_of_interest, establishment"
Cape Fruit,Santa Maria,Cafe,676736cf89a1188e68236120,ChIJ9S3NzfRbSwkRAnyutMP6a4c,Restaurant,OPERATIONAL,,,"restaurant, point_of_interest, food, establishment"
Carl Ludwig Cafe,Wieden,Cafe,67dbb830ea3ad0a21ebb0aa2,ChIJR97QN_cHbUcRtl5tEBPfKqw,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Carrot Cafe,Old City,Cafe,660a66360b296d0efa127533,ChIJzd7GKOAUkFQRw2zKExHQSZw,Restaurant,OPERATIONAL,,,"restaurant, cafe, food, point_of_interest, establishment"
Carrot Cafe Koh Phangan,Chaloklum,Cafe,6784e2147b4a753aff29306e,ChIJI4IEJzoCVTARCk9A2NnLEyw,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
Casa Independente,Intendente,Cafe,67dbb82bd5406b3628168fdf,ChIJx3N2iIUzGQ0ROsa_StTlgNo,Bar,OPERATIONAL,,,"bar, point_of_interest, establishment"
Ceresia Coffee Roasters,Sukhumvit,Cafe,6668001c89ed7ce9f6a92243,ChIJv4zDUi6f4jAR766B6qCKqX8,Coffee roastery,OPERATIONAL,,,"coffee_roastery, food, point_of_interest, establishment"
Chappies Bar,Gili Trawangan,Cafe,6613fb812294e555467c2e00,ChIJ1YXbatjdzS0RIr3riwEwBBk,Indonesian Restaurant,OPERATIONAL,,,"indonesian_restaurant, restaurant, food, point_of_interest, establishment"
"Chestnut Bakery, Belgravia",Victoria,Cafe,6809d009c6dc5faef1524770,ChIJMcmAWGAFdkgRdlL0s3jyK4g,Bakery,OPERATIONAL,,,"bakery, coffee_shop, cafe, wholesaler, food_store, store, restaurant, food, manufacturer, service, point_of_interest, establishment"
Cinta Berawa,Bali,Untagged,65fa86d0e0379bf78d524586,ChIJubCLsXhH0i0RKZzHHnUTgF8,Restaurant,CLOSED_TEMPORARILY,,,"restaurant, brunch_restaurant, wine_bar, coffee_shop, cafe, live_music_venue, event_venue, bar, food_store, store, food, point_of_interest, establishment"
Clean Hearts Cafe - Old Street,Shoreditch,Cafe,67d0057fbcfbe0e5e5a882a6,ChIJr0MWsHIddkgRUASkBa-R3f0,Coffee shop,OPERATIONAL,,,"coffee_shop, vegan_restaurant, vegetarian_restaurant, brunch_restaurant, cafe, meal_takeaway, food_store, restaurant, food, store, point_of_interest, establishment"
Clear Cafe Canggu,Canggu,Cafe,65fa86d0e0379bf78d524584,ChIJ4yXYSBg50i0R3dQdcyc4C7s,Restaurant,CLOSED_PERMANENTLY,,,"restaurant, vegan_restaurant, vegetarian_restaurant, seafood_restaurant, food, point_of_interest, establishment"
Clear Cafe Ubud,Ubud,Cafe,65fa86d0e0379bf78d5247b6,ChIJuWpfwms90i0RmUc7F9E9hGY,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Cloud Coffee,Suthep,Cafe,67d0057f2dda61cb90d8e6e3,ChIJAxGhZOM72jARiAMHp1tbGsY,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Cloudworks El Born,El Born,Coworking Space,6809cff330e33b57847dd468,ChIJNyom1gejpBIREqa2HzwFzgI,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Cloudworks La Rambla - Drassanes,La Rambla,Coworking Space,6809cff330e33b57847dd465,ChIJZaH1npejpBIRf5Ms3Un0TuQ,Coworking space,OPERATIONAL,,,"coworking_space, corporate_office, event_venue, point_of_interest, service, establishment"
Cloudworks Sant Antoni,Sant Antoni,Coworking Space,6809cff53d3ee1234b7bd57a,ChIJuR3ZdLCjpBIR-suyWblAs5s,Coworking space,OPERATIONAL,,,"coworking_space, corporate_office, service, point_of_interest, establishment"
Cloudworks Sant Joan,L'Eixample Dreta,Coworking Space,6809cff492fd7d3374c61eda,ChIJDwqFOwCjpBIRIoolIq4NTjs,Coworking space,OPERATIONAL,,,"coworking_space, corporate_office, business_center, point_of_interest, service, establishment"
Clove,Seseh,Cafe,663291465aa0a1ffc93012e0,ChIJn3c_S1M50i0RUkAgeWQGxeo,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
CoWorkBude14 - Coworking in Winterhude,Winterhude,Coworking Space,67d81020a75efa94b9d5b19f,ChIJFY1-C7eJsUcROY8pHs79buo,Coworking space,OPERATIONAL,,,"coworking_space, cafe, food, point_of_interest, establishment"
Coastal Grounds Coffee Siargao,General Luna,Cafe,67246a399ec6f0803f1253b0,ChIJdaeoWq8JBDMRZU25FwQ34jU,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Coco Cafe & Ice Cream,Gili Trawangan,Cafe,6613fb81f6f34366981baf0f,ChIJW2RmD2vdzS0ROYhFnp7f2n4,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Coco Space,General Luna,Coworking Space,6809d00d1f2325d5045f6fe1,ChIJU3SNJJQJBDMRBP3vtCh_pFc,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Coconut Monkey,Mae Haad,Cafe,67c195445a754d8053648232,ChIJ80Cv1I-hVTARcJ-39nMbTBU,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Code Space Coworking Space,Fa Ham,Coworking Space,67dbb81ea4e8954f6bec5811,ChIJe_HTM9Q62jAR-Coi2WZlWFw,Coworking space,OPERATIONAL,,,"coworking_space, cafe, food, point_of_interest, establishment"
Coffee & Thyme Gili Trawangan,Gili Trawangan,Cafe,6613fb7fc72435975960ab0a,ChIJk_S2yQLdzS0RrqqnOOUmPQo,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, restaurant, food, store, point_of_interest, establishment"
Coffee Box,Au-Haidhausen,Cafe,66c1ffe8234911f96b0e72ba,ChIJL21y9fd1nkcRJw71SinaOMw,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
